No.,id,Address,飲水機數量(台),備註,indoor,level,repeat_on,opening_hours,operator,行政區,Address2,Response_Address,Response_X,Response_Y,Similarity,精確程度,Check2
307,303,臺中市南屯區黎明路一段1056號,1,第四分局,,,,,臺中市政府警察局第四分局南屯派出所,南屯區,臺中市南屯區黎明路一段1056號,臺中市南屯區南屯里14鄰黎明路一段1056號,120.638308,24.139511,0.9400,OK,1
308,304,臺中市南屯區忠勇路23之5號,1,第四分局,,,,,臺中市政府警察局第四分局春社派出所,南屯區,臺中市南屯區忠勇路23之5號,臺中市南屯區春社里17鄰忠勇路23之5號,120.611526,24.135865,0.9314,OK,1
309,305,臺中市南屯區干城街2號,1,第四分局,,,,,臺中市政府警察局第四分局黎明派出所,南屯區,臺中市南屯區干城街2號,臺中市南屯區黎明里4鄰干城街2號,120.633999,24.155888,0.9185,OK,1
310,306,臺中市北屯區崇德路三段2號,1,第五分局,,,,,臺中市政府警察局第五分局四平派出所,北屯區,臺中市北屯區崇德路三段2號,臺中市北屯區仁和里7鄰崇德路三段2號,120.686531,24.182004,0.9280,OK,1
311,307,臺中市北屯區北屯路106號,1,第五分局,,,,,臺中市政府警察局第五分局北屯派出所,北屯區,臺中市北屯區北屯路106號,臺中市北屯區北興里1鄰北屯路106號,120.693798,24.163835,0.9385,OK,1
312,308,臺中市北屯區文昌東三街48號,1,第五分局,,,,,臺中市政府警察局第五分局文昌派出所,北屯區,臺中市北屯區文昌東三街48號,臺中市北屯區平德里7鄰文昌東三街48號,120.680708,24.170395,0.9385,OK,0
313,309,臺中市北屯區松竹路2段5號,1,第五分局,,,,,臺中市政府警察局第五分局松安派出所,北屯區,臺中市北屯區松竹路2段5號,臺中市北屯區舊社里18鄰松竹路二段5號,120.699868,24.182343,0.7065,OK,1
314,310,臺中市北屯區東山路2段30號,1,第五分局,,,,,臺中市政府警察局第五分局東山派出所,北屯區,臺中市北屯區東山路2段30號,臺中市北屯區東山里10鄰東山路二段30號,120.74039,24.179189,0.6749,OK,1
315,311,臺中市北屯區中清路2段299號,1,第五分局,,,,,臺中市政府警察局第五分局水湳派出所,北屯區,臺中市北屯區中清路二段299號,臺中市北屯區新平里2鄰中清路二段299號,120.668166,24.178458,0.6882,OK,0
316,312,臺中市西屯區市政路456號,1,第六分局,,,,,臺中市政府警察局第六分局暨市政派出所,西屯區,臺中市西屯區市政路456號,臺中市西屯區惠來里6鄰市政路456號,120.639022,24.159492,0.9417,OK,1
317,313,臺中市西屯區甘肅路1段106號,1,第六分局,,,,,臺中市政府警察局第六分局何安派出所,西屯區,臺中市西屯區甘肅路1段106號,臺中市西屯區何德里12鄰甘肅路一段106號,120.659118,24.166222,0.7184,OK,1
318,314,臺中市西屯區西屯路3段40號,1,第六分局,,,,,臺中市政府警察局第六分局西屯派出所,西屯區,臺中市西屯區西屯路三段40號,臺中市西屯區西墩里2鄰西屯路三段40號,120.637955,24.181053,0.6984,OK,0
319,315,臺中市西屯區臺灣大道4段1347號,1,第六分局,,,,,臺中市政府警察局第六分局協和派出所,西屯區,臺中市西屯區台灣大道四段1347號,臺中市西屯區福恩里18鄰臺灣大道四段1347號,120.6089,24.183859,0.7118,OK,0
320,316,臺中市西屯區工業區五路2號,1,第六分局,,,,,臺中市政府警察局第六分局工業區派出所,西屯區,臺中市西屯區工業區五路2號,臺中市西屯區協和里12鄰工業區五路2號,120.60787,24.168762,0.9333,OK,1
321,317,臺中市豐原區中山路225號,2,豐原分局,,,,,臺中市政府警察局豐原分局,豐原區,臺中市豐原區中山路225號,臺中市豐原區田心里10鄰中山路225號,120.713565,24.243684,0.9304,OK,1
322,318,臺中市豐原區西安街21號,1,豐原分局,,,,,臺中市政府警察局豐原分局豐原派出所,豐原區,臺中市豐原區西安街21號,臺中市豐原區西勢里5鄰西安街21之1號,120.714204,24.248864,0.8708,medium,0
323,319,臺中市豐原區育英路52號,1,豐原分局,,,,,臺中市政府警察局豐原分局合作派出所,豐原區,臺中市豐原區育英路52號,臺中市豐原區田心里24鄰育英路52號,120.716078,24.242961,0.9308,OK,1
324,320,臺中市豐原區東北街1-1號,1,豐原分局,,,,,臺中市政府警察局豐原分局頂街派出所,豐原區,臺中市豐原區東北街1-1號,臺中市豐原區豐原里5鄰東北街1之1號,120.72306,24.254922,0.9231,OK,1
325,321,臺中市豐原區豐東路162號,1,豐原分局,,,,,臺中市政府警察局豐原分局豐東派出所,豐原區,臺中市豐原區豐東路162號,臺中市豐原區北陽里11鄰豐東路162號,120.730496,24.248612,0.9133,OK,1
326,322,臺中市豐原區豐勢路二段10號,1,豐原分局,,,,,臺中市政府警察局豐原分局翁子派出所,豐原區,臺中市豐原區豐勢路二段10號,臺中市豐原區翁子里6鄰豐勢路二段10號,120.736441,24.260689,0.8970,OK,1
327,323,臺中市潭子區中山路二段241巷3號,1,豐原分局,,,,,臺中市政府警察局豐原分局潭子分駐所,潭子區,臺中市潭子區中山路二段241巷3號,臺中市潭子區潭陽里22鄰中山路二段241巷3號,120.704648,24.209768,0.9200,OK,1
328,324,臺中市潭子區潭子街三段56號,1,豐原分局,,,,,臺中市政府警察局豐原分局潭北派出所,潭子區,臺中市潭子區潭子街三段56號,臺中市潭子區潭北里3鄰潭子街三段56號,120.706705,24.214771,0.9235,OK,1
329,325,臺中市潭子區得天南街37巷57號,1,豐原分局,,,,,臺中市政府警察局豐原分局頭家派出所,潭子區,臺中市潭子區得天南街37巷57號,臺中市潭子區家福里3鄰得天南街37巷57號,120.699908,24.193197,0.9250,OK,1
330,326,臺中市大雅區永興路168號,1,豐原分局,,,,,臺中市政府警察局豐原分局大雅分駐所,大雅區,臺中市大雅區永興路168號,臺中市大雅區大雅里17鄰永興路168號,120.648226,24.223631,0.9310,OK,1
331,327,臺中市大雅區雅潭路四段20號,1,豐原分局,,,,,臺中市政府警察局豐原分局馬岡派出所,大雅區,臺中市大雅區雅潭路四段20號,臺中市大雅區三和里6鄰雅潭路四段20號,120.667308,24.21616,0.9411,OK,1
332,328,臺中市神岡區神岡路121號,1,豐原分局,,,,,臺中市政府警察局豐原分局神岡分駐所,神岡區,臺中市神岡區神岡路121號,臺中市神岡區神岡里18鄰神岡路121號,120.658849,24.256609,0.9333,OK,1
333,329,臺中市神岡區中山路516號,1,豐原分局,,,,,臺中市政府警察局豐原分局社口派出所,神岡區,臺中市神岡區中山路516號,臺中市神岡區社口里22鄰中山路516號,120.68525,24.24681,0.9000,OK,1
334,330,臺中市神岡區豐洲路489號,1,豐原分局,,,,,臺中市政府警察局豐原分局豐洲派出所,神岡區,臺中市神岡區豐洲路489號,臺中市神岡區豐洲里15鄰豐洲路489號,120.703719,24.26171,0.9086,OK,1
335,331,臺中市霧峰區中正路1236號,2,霧峰分局,,,,,臺中市政府警察局霧峰分局,霧峰區,臺中市霧峰區中正路1236號,臺中市霧峰區吉峰里13鄰中正路1236號,120.700173,24.075296,0.9063,OK,1
336,332,臺中市霧峰區中正路1236號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局吉峰派出所,霧峰區,臺中市霧峰區中正路1236號,臺中市霧峰區吉峰里13鄰中正路1236號,120.700173,24.075296,0.9063,OK,0
337,333,臺中市霧峰區本鄉里民權街37號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局霧峰派出所,霧峰區,臺中市霧峰區本鄉里民權街37號,臺中市霧峰區本鄉里5鄰民權街37號,120.700395,24.066867,0.9708,OK,1
338,334,臺中市霧峰區萬豐里中正路157號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局萬豐派出所,霧峰區,臺中市霧峰區萬豐里中正路157號,臺中市霧峰區萬豐里6鄰中正路163之1號,120.696599,24.026225,0.7415,medium,1
339,335,臺中市霧峰區中正里四德路541號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局四德派出所,霧峰區,臺中市霧峰區中正里四德路82號,臺中市霧峰區中正里12鄰四德路82號,120.696301,24.065558,0.7244,,0
340,336,臺中市霧峰區中正里四德路82號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局霧峰交通分隊,霧峰區,臺中市霧峰區中正里四德路82號,臺中市霧峰區中正里12鄰四德路82號,120.696301,24.065558,0.9704,OK,1
341,337,臺中市大里區成功路9號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局成功派出所,大里區,臺中市大里區成功路9號,臺中市大里區金城里35鄰成功路9號,120.697711,24.084811,0.9071,OK,1
342,338,臺中市大里區仁化里仁化路198號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局仁化派出所,大里區,臺中市大里區仁化里仁化路198號,臺中市大里區仁化里28鄰仁化路198號,120.71541,24.094639,0.9655,OK,1
343,339,臺中市大里區新里里新興路5號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局大里分駐所,大里區,臺中市大里區新里里新興路5號,臺中市大里區新里里11鄰新興路5號,120.676869,24.097989,0.9667,OK,1
344,340,臺中市大里區新里里永大街136號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局國光派出所,大里區,臺中市大里區新里里永大街136號,臺中市大里區新里里26鄰永大街136號,120.679463,24.106959,0.9636,OK,1
345,341,臺中市大里區立德里立元路115號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局十九甲派出所,大里區,臺中市大里區立德里立元路115號,臺中市大里區立德里18鄰立元路115號,120.700151,24.102318,0.9750,OK,1
346,342,臺中市大里區內新里中興路二段598號,1,霧峰分局,,,,,臺中市政府警察局霧峰分局內新派出所,大里區,臺中市大里區內新里中興路二段598號,臺中市大里區內新里5鄰中興路二段598號,120.689821,24.115149,0.9750,OK,1
347,343,臺中市烏日區中山路二段309號,1,烏日分局,,,,,臺中市政府警察局烏日分局,烏日區,臺中市烏日區中山路二段309號,臺中市烏日區烏日里27鄰中山路二段309號,120.622755,24.10605,0.9200,OK,1
348,344,臺中市烏日區三和里三榮八路25號,1,烏日分局,,,,,臺中市政府警察局烏日分局三和派出所,烏日區,臺中市烏日區三和里三榮八路25號,臺中市烏日區三和里13鄰三榮八路25號,120.602885,24.108003,0.9655,OK,1
349,345,臺中市烏日區五光路281號,1,烏日分局,,,,,臺中市政府警察局烏日分局五光派出所,烏日區,臺中市烏日區五光路281號,臺中市烏日區五光里8鄰五光路279號,120.64819,24.093014,0.6428,,1
350,346,臺中市烏日區溪南路2段638號,1,烏日分局,,,,,臺中市政府警察局烏日分局溪南派出所,烏日區,臺中市烏日區溪南路2段638號,臺中市烏日區北里里9鄰溪南路二段638號,120.646201,24.056447,0.7360,OK,1
351,347,臺中市大肚區沙田路3段38號,1,烏日分局,,,,,臺中市政府警察局烏日分局大肚分駐所,大肚區,臺中市大肚區沙田路3段38號,臺中市大肚區頂街里14鄰沙田路三段38號,120.544426,24.155007,0.6984,OK,1
352,348,臺中市大肚區沙田路1段290號,1,烏日分局,,,,,臺中市政府警察局烏日分局追分派出所,大肚區,臺中市大肚區沙田路1段290號,臺中市大肚區王田里26鄰沙田路一段290號,120.570339,24.121449,0.7126,OK,1
353,349,臺中市大肚區遊園路1段1之1號,1,烏日分局,,,,,臺中市政府警察局烏日分局瑞井派出所,大肚區,臺中市大肚區遊園路1段1之1號,臺中市大肚區瑞井里11鄰遊園路一段1之1號,120.57019,24.152025,0.7217,OK,1
354,350,臺中市龍井區沙田路4段245號,1,烏日分局,,,,,臺中市政府警察局烏日分局龍井分駐所,龍井區,臺中市龍井區沙田路4段245號,臺中市龍井區竹坑里1鄰沙田路四段245號,120.545677,24.191769,0.7036,OK,1
355,351,臺中市龍井區中央路1段165巷36號,1,烏日分局,,,,,臺中市政府警察局烏日分局龍津派出所,龍井區,臺中市龍井區中央路1段165巷36號,臺中市龍井區龍津里9鄰中央路一段165巷36號,120.522845,24.20093,0.7550,OK,1
356,352,臺中市龍井區茄投路67號,1,烏日分局,,,,,臺中市政府警察局烏日分局龍東派出所,龍井區,臺中市龍井區茄投路67號,臺中市龍井區龍東里8鄰茄投路67號,120.530428,24.178659,0.9152,OK,1
357,353,臺中市龍井區臨港東路2段317號,1,烏日分局,,,,,臺中市政府警察局烏日分局麗水派出所,龍井區,臺中市龍井區臨港東路2段317號,臺中市龍井區福田里2鄰臨港東路二段317號,120.514633,24.197871,0.7389,OK,1
358,354,臺中市龍井區遊園南路194號,1,烏日分局,,,,,臺中市政府警察局烏日分局犁份派出所,龍井區,臺中市龍井區遊園南路194號,臺中市龍井區新庄里14鄰遊園南路194號,120.584018,24.182625,0.9357,OK,1
359,355,臺中市清水區鰲峰路23號,1,清水分局,,,,,臺中市政府警察局清水分局,清水區,臺中市清水區鰲峰路23號,臺中市清水區南寧里17鄰鰲峰路23號,120.574084,24.269256,0.9032,OK,1
360,356,臺中市清水區鰲峰路27號,1,清水分局,,,,,臺中市政府警察局清水分局偵查隊,清水區,臺中市清水區鰲峰路27號,臺中市清水區南寧里17鄰鰲峰路27號,120.573747,24.26932,0.9063,OK,1
361,357,臺中市清水區五權路438號,1,清水分局,,,,,臺中市政府警察局清水分局大秀派出所,清水區,臺中市清水區五權路438號,臺中市清水區武鹿里3鄰五權路438號,120.553668,24.280301,0.9000,OK,1
362,358,臺中市清水區中山路559號,1,清水分局,,,,,臺中市政府警察局清水分局三田派出所,清水區,臺中市清水區中山路559號,臺中市清水區下湳里1鄰中山路559號,120.588192,24.292991,0.9250,OK,1
363,359,臺中市清水區鰲峰路23號,1,清水分局,,,,,臺中市政府警察局清水分局清水派出所,清水區,臺中市清水區鰲峰路23號,臺中市清水區南寧里17鄰鰲峰路23號,120.574084,24.269256,0.9032,OK,0
364,360,臺中市清水區神清路46號,1,清水分局,,,,,臺中市政府警察局清水分局大楊派出所,清水區,臺中市清水區神清路46號,臺中市清水區東山里5鄰神清路46號,120.631106,24.273233,0.9259,OK,1
365,361,臺中市清水區護岸路29號,1,清水分局,,,,,臺中市政府警察局清水分局高美派出所,清水區,臺中市清水區護岸路29號,臺中市清水區高美里5鄰護岸路29號,120.562452,24.311364,0.9059,OK,1
366,362,臺中市沙鹿區鎮政路12號,1,清水分局,,,,,臺中市政府警察局清水分局沙鹿分駐所,沙鹿區,臺中市沙鹿區鎮政路12號,臺中市沙鹿區北勢里25鄰鎮政路12號,120.566327,24.234551,0.9259,OK,1
367,363,臺中市沙鹿區鎮南路1段450號,1,清水分局,,,,,臺中市政府警察局清水分局明秀派出所,沙鹿區,臺中市沙鹿區鎮南路1段450號,臺中市沙鹿區南勢里10鄰鎮南路一段450號,120.571259,24.215946,0.7352,OK,1
368,364,臺中市沙鹿區光華路387號,1,清水分局,,,,,臺中市政府警察局清水分局光華派出所,沙鹿區,臺中市沙鹿區光華路387號,臺中市沙鹿區鹿寮里35鄰光華路387號,120.567693,24.244206,0.8974,OK,1
369,365,臺中市沙鹿區中清路6段176號,1,清水分局,,,,,臺中市政府警察局清水分局清泉派出所,沙鹿區,臺中市沙鹿區北勢里鎮政路16號,臺中市沙鹿區北勢里25鄰鎮政路16號,120.566404,24.234816,0.5374,,0
370,366,臺中市梧棲區中興路210號,1,清水分局,,,,,臺中市政府警察局清水分局梧棲分駐所,梧棲區,臺中市梧棲區中興路210號,臺中市梧棲區中正里24鄰中興路210號,120.53386,24.254859,0.9308,OK,1
370,396,臺中市和平區南勢里東關路三段270號,1,和平分局,,,,,臺中市政府警察局和平分局和平派出所,和平區,臺中市和平區南勢里東關路三段270號,臺中市和平區南勢里14鄰東關路三段270號,120.869642,24.169203,0.9692,OK,1
371,397,臺中市和平區天輪區東關路二段33號,1,和平分局,,,,,臺中市政府警察局和平分局天輪派出所,和平區,臺中市和平區天倫里東關路二段天輪巷1-1號,臺中市和平區天輪里2鄰東關路二段天輪巷83之3號,120.928673,24.186667,0.8446,,0
371,367,臺中市梧棲區中興路210號,1,清水分局,,,,,臺中市政府警察局清水分局安寧派出所,梧棲區,臺中市梧棲區中興路210號,臺中市梧棲區中正里24鄰中興路210號,120.53386,24.254859,0.9308,OK,0
372,368,臺中市大甲區文武路1號,2,大甲分局,,,,,臺中市政府警察局大甲分局大甲派出所,大甲區,臺中市大甲區文武路1號,臺中市大甲區大甲里13鄰文武路1號,120.6267,24.345389,0.9217,OK,1
372,398,臺中市和平區博愛里東關路一段125號,1,和平分局,,,,,臺中市政府警察局和平分局谷關派出所,和平區,臺中市和平區博愛里東關路一段125號,臺中市和平區博愛里2鄰東關路一段125號,121.006564,24.202966,0.9644,OK,1
373,399,臺中市和平區梨山里和平路二段16-1號,1,和平分局,,,,,臺中市政府警察局和平分局德基派出所,和平區,臺中市和平區梨山里和平路二段16-1號,臺中市和平區梨山里33鄰和平路二段16之1號,121.20945,24.256857,0.9529,OK,1
373,369,臺中市大甲區孟春里中山路二段165號,1,大甲分局,,,,,臺中市政府警察局大甲分局日南派出所,大甲區,臺中市大甲區孟春里中山路二段165號,臺中市大甲區孟春里6鄰中山路二段165號,120.653483,24.379269,0.9714,OK,1
374,370,臺中市大甲區順帆路94號,1,大甲分局,,,,,臺中市政府警察局大甲分局西岐派出所,大甲區,臺中市大甲區順帆路94號,臺中市大甲區西岐里6鄰順帆路94號,120.628829,24.420013,0.9091,OK,1
374,400,臺中市和平區梨山里中正路103號,1,和平分局,,,,,臺中市政府警察局和平分局梨山分駐所,和平區,臺中市和平區梨山里中正路103號,臺中市和平區梨山里25鄰中正路103號,121.246707,24.254336,0.9630,OK,1
375,371,臺中市大甲區工二路2號,1,大甲分局,,,,,臺中市政府警察局大甲分局大甲交通分隊,大甲區,臺中市大甲區工二路2號,臺中市大甲區日南里5鄰工二路2號,120.647864,24.405473,0.9000,OK,1
375,401,臺中市和平區平等里中興路三段48號,1,和平分局,,,,,臺中市政府警察局和平分局環山派出所,和平區,臺中市和平區平等里中興路三段48號,臺中市和平區平等里10鄰中興路三段48號,121.295499,24.313941,0.9704,OK,1
376,372,臺中市大安區中庄里中山南路300號,1,大甲分局,,,,,臺中市政府警察局大甲分局大安分駐所,大安區,臺中市大安區中庄里中山南路300號,臺中市大安區中庄里12鄰中山南路300號,120.587832,24.346267,0.9692,OK,1
376,402,臺中市和平區平等里中興路一段21號,1,和平分局,,,,,臺中市政府警察局和平分局勝光派出所,和平區,臺中市和平區平等里中興路一段21號,臺中市和平區平等里1鄰中興路一段21號,121.338722,24.368594,0.9769,OK,1
377,403,臺中市和平區達觀里東崎路二段37號,1,和平分局,,,,,臺中市政府警察局和平分局雙崎派出所,和平區,臺中市和平區達觀里東崎路二段37號,臺中市和平區達觀里3鄰東崎路一段37號,120.919897,24.327907,0.8991,OK,1
377,373,臺中市大安區大安港路1160號,1,大甲分局,,,,,臺中市政府警察局大甲分局海墘派出所,大安區,臺中市大安區大安港路1160號,臺中市大安區海墘里3鄰大安港路1160號,120.586851,24.379445,0.9056,OK,1
378,374,臺中市外埔區大同里六分路350號,1,大甲分局,,,,,臺中市政府警察局大甲分局外埔分駐所,外埔區,臺中市外埔區大同里六分路350號,臺中市外埔區大同里1鄰六分路350號,120.655429,24.332294,0.9750,OK,1
378,404,臺中市和平區達觀里東崎路一段89號,1,和平分局,,,,,臺中市政府警察局和平分局竹林派出所,和平區,臺中市和平區達觀里東崎路一段89號,臺中市和平區達觀里5鄰東崎路一段89號,120.924565,24.305147,0.9750,OK,1
379,375,臺中市外埔區土城里土城路110號,1,大甲分局,,,,,臺中市政府警察局大甲分局安定派出所,外埔區,臺中市外埔區土城里土城路110號,臺中市外埔區土城里11鄰土城路110號,120.704096,24.345273,0.9765,OK,1
379,405,臺中市和平區達觀里東崎路一段桃山巷7-2號,1,和平分局,,,,,臺中市政府警察局和平分局桃山派出所,和平區,臺中市和平區達觀里東崎路一段桃山巷7-2號,臺中市和平區達觀里1鄰東崎路一段桃山巷7之2號,120.935857,24.339874,0.9783,OK,1
380,406,臺中市和平區中坑里雪山路2號,1,和平分局,,,,,臺中市政府警察局和平分局大棟派出所,和平區,臺中市和平區中坑里雪山路2號,臺中市和平區中坑里10鄰雪山路2號,120.907215,24.240995,0.9652,OK,1
380,376,臺中市后里區眉山里三月路19號,1,大甲分局,,,,,臺中市政府警察局大甲分局月眉派出所,后里區,臺中市后里區眉山里三月路19號,臺中市后里區眉山里7鄰三月路19號,120.692182,24.313405,0.9771,OK,1
381,407,臺中市和平區中坑里雪山路10號,1,和平分局,,,,,臺中市政府警察局和平分局雪山派出所,和平區,臺中市和平區中坑里雪山路10號,臺中市和平區中坑里10鄰雪山路2之8號,120.906849,24.240648,0.9376,medium,1
381,377,臺中市后里區墩西里公安路88號,1,大甲分局,,,,,臺中市政府警察局大甲分局后里分駐所,后里區,臺中市后里區墩西里公安路88號,臺中市后里區墩西里3鄰公安路88號,120.710155,24.305351,0.9742,OK,1
382,408,臺中市北區雙十路2段30號,2,孔廟及忠烈祠各1台,,,,,臺中市孔廟忠烈祠聯合管理所,北區,臺中市北區雙十路一段65號,臺中市北區新興里3鄰雙十路一段65號,120.685634,24.144098,0.5187,,0
382,378,臺中市后里區三豐路209號,1,大甲分局,,,,,臺中市政府警察局大甲分局義里派出所,后里區,臺中市后里區三豐路209號,臺中市后里區墩東里23鄰三豐路209號,120.721737,24.30483,0.9152,OK,1
383,409,臺中市大甲區鎮政路38號,3,,,,,,臺中市大甲地政事務所,大甲區,臺中市大甲區鎮政路38號,臺中市大甲區大甲里13鄰鎮政路38號,120.625414,24.345542,0.9250,OK,1
383,379,臺中市后里區泰安里安眉路1號,1,大甲分局,,,,,臺中市政府警察局大甲分局泰安派出所,后里區,臺中市后里區泰安里安眉路1號,臺中市后里區泰安里2鄰安眉路1號,120.751767,24.324186,0.9692,OK,1
384,410,台中市西區民權路100號,1,,,,,,臺中市公共運輸處,西區,臺中市西區民權路101號,臺中市西區三民里1鄰民權路101號,120.677259,24.13943,0.6383,medium,0
384,380,臺中市太平區中山路一段215號,1,太平分局,,,,,臺中市政府警察局太平分局坪林派出所,太平區,臺中市太平區中山路一段215號,臺中市太平區勤益里4鄰中山路一段215號,120.732368,24.142224,0.9214,OK,1
385,381,臺中市太平區中興東路21號,1,太平分局,,,,,臺中市政府警察局太平分局太平派出所,太平區,臺中市太平區中興東路21號,臺中市太平區永平里5鄰中興東路21號,120.719393,24.129874,0.9097,OK,1
385,411,臺中市北屯區后庄路1062號,1,1樓，原則上周一到周五8:00-17:00，依政府行政機關辦公日曆表上班日開放。,yes,1,,,臺中市北屯區四民衛生所,北屯區,臺中市北屯區后庄路1062號,臺中市北屯區仁和里2鄰后庄路1062號,120.68067,24.192695,0.9333,OK,1
386,412,臺中市北區崇德路一段50號,5,,,,,,臺中市生命禮儀管理處,北區,臺中市北區崇德路一段50號,臺中市北區五常里15鄰崇德路一段50號,120.684712,24.156225,0.9286,OK,1
386,382,臺中市太平區新平路三段72號,1,太平分局,,,,,臺中市政府警察局太平分局新平派出所,太平區,臺中市太平區新平路三段72號,臺中市太平區新吉里7鄰新平路三段72號,120.72032,24.150468,0.9312,OK,1
387,413,臺中市西屯區福順路1177號,3,,,,,,東海火化場,西屯區,臺中市西屯區福順路1177號,臺中市西屯區福安里7鄰福順路137之1號,120.62326,24.180935,0.6232,,1
387,383,臺中市太平區光興路900號,1,太平分局,,,,,臺中市政府警察局太平分局宏龍派出所,太平區,臺中市太平區光興路900號,臺中市太平區光隆里8鄰光興路900號,120.730155,24.109494,0.9059,OK,1
388,414,臺中市大甲區中山路一段1158巷51號,4,,,,,,大甲殯儀館,大甲區,臺中市大甲區中山路一段1158巷51號,臺中市大甲區頂店里4鄰中山路一段1158巷49號,120.636373,24.353168,0.6763,medium,1
388,384,臺中市太平區長龍路一段11巷2號,1,太平分局,,,,,臺中市政府警察局太平分局頭汴派出所,太平區,臺中市太平區長龍路一段11巷2號,臺中市太平區聖和里2鄰長龍路一段166巷11號,120.740996,24.130554,0.7465,,1
389,415,臺中市西屯區西平北巷1-12號,1,,,,,,13公墓,西屯區,臺中市和平區達觀里東崎路一段桃山巷7-2號,臺中市和平區達觀里1鄰東崎路一段桃山巷7之2號,120.935857,24.339874,0.4507,,0
389,385,臺中市東勢區北興里豐勢路512號,1,東勢分局,,,,,臺中市政府警察局東勢分局東勢派出所,東勢區,臺中市東勢區北興里豐勢路512號,臺中市東勢區北興里2鄰豐勢路512號,120.827933,24.258415,0.9680,OK,1
390,416,臺中市沙鹿區中山路24之52號,1,,,,,,沙鹿納骨塔,沙鹿區,臺中市沙鹿區中山路24之52號,臺中市沙鹿區犁分里3鄰中山路24之52號,120.589586,24.24599,0.9105,OK,1
390,386,臺中市東勢區泰興里石城街297號 ,1,東勢分局,,,,,臺中市政府警察局東勢分局石城派出所,東勢區,臺中市東勢區泰興里石城街297號,臺中市東勢區泰興里2鄰石城街297號,120.789166,24.285134,0.9758,OK,1
391,417,臺中市清水區頂湳路101號,1,,,,,,清水納骨塔,清水區,臺中市清水區頂湳路101號,臺中市清水區頂湳里10鄰頂湳路101號,120.600037,24.302417,0.8699,OK,1
391,387,臺中市東勢區隆興里東坑路665號,1,東勢分局,,,,,臺中市政府警察局東勢分局中坑派出所,東勢區,臺中市東勢區隆興里東坑路665號,臺中市東勢區隆興里5鄰東坑路665號,120.854287,24.236294,0.9714,OK,1
392,418,臺中市東勢區勢林街62-5號,1,,,,,,東勢區第一公墓納骨堂,東勢區,臺中市東勢區勢林街62-5號,臺中市東勢區東新里8鄰勢林街62之5號,120.83638,24.265336,0.9333,OK,1
392,388,臺中市東勢區下城里下城街36號,1,東勢分局,,,,,臺中市政府警察局東勢分局茅埔派出所,東勢區,臺中市東勢區下城里下城街36號,臺中市東勢區下城里2鄰下城街36號,120.838182,24.219417,0.9778,OK,1
393,419,臺中市大雅區大楓里民生路4段376巷99號,2,,,,,,大雅區生命藝術館,大雅區,臺中市大雅區大楓里民生路4段376巷99號,臺中市大雅區大楓里13鄰民生路四段376巷99號,120.673171,24.235526,0.6785,OK,1
393,389,臺中市石岡區九房里豐勢路1021號,1,東勢分局,,,,,臺中市政府警察局東勢分局石岡分駐所,東勢區,臺中市石岡區九房里豐勢路1021號,臺中市石岡區九房里1鄰豐勢路1021號,120.78097,24.274787,0.9806,OK,1
394,420,臺中市大雅區橫山里永和路87-3號,1,,,,,,大雅區橫山第四公墓納骨塔 ,大雅區,臺中市大雅區橫山里永和路87-3號,臺中市大雅區橫山里10鄰永和路87之4號,120.629882,24.212948,0.8171,medium,1
394,390,臺中市石岡區和盛里豐勢路19號,1,東勢分局,,,,,臺中市政府警察局東勢分局土牛派出所,東勢區,臺中市石岡區和盛里豐勢路19號,臺中市石岡區和盛里13鄰豐勢路19號,120.816174,24.260082,0.9688,OK,1
395,421,臺中市后里區仁里里內東路廣益巷80號,1,,,,,,后里區第一公墓納骨堂,后里區,臺中市后里區仁里里內東路廣益巷80號,臺中市后里區仁里里5鄰內東路廣益巷78號,120.740744,24.305494,0.7978,medium,1
395,391,臺中市新社區復盛里興社街二段28之3號,1,東勢分局,,,,,臺中市政府警察局東勢分局新社派出所,東勢區,臺中市新社區復盛里興社街二段28之3號,臺中市新社區復盛里11鄰興社街二段28之3號,120.809929,24.234137,0.9800,OK,1
396,422,臺中市神岡區神清路344號,1,,,,,,神岡區陟岵堂,神岡區,臺中市神岡區神清路344號,臺中市神岡區圳堵里12鄰神清路344號,120.648633,24.270063,0.9029,OK,1
396,392,臺中市新社區永源里中和街一段20號,1,東勢分局,,,,,臺中市政府警察局東勢分局永源派出所,東勢區,臺中市新社區永源里中和街一段20號,臺中市新社區永源里6鄰中和街一段20號,120.792331,24.219497,0.9784,OK,1
397,423,臺中市神岡區神清路344-1號,1,,,,,,神岡區崇本堂,神岡區,臺中市神岡區神清路344-1號,臺中市神岡區圳堵里12鄰神清路344之1號,120.651196,24.270748,0.9026,OK,1
